user_variable,user_description,matched_text,uid,relevance_score,llm_alignment,match
mcv_entvol_rbc,"Measurement of the mass concentration (mcnc) of hemoglobin in a given volume of packed red blood cells (rbc), known as mean corpuscular hemoglobin concentration (MCHC). (g /dL = grams per deciliter) (HARMONIZED)",MCHC - MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION - NUMERIC VALUE G/DL,142510,0.98926485,"['1. MCHC - MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION - NUMERIC VALUE G/DL', '2. CHCM (G/DL) - MEAN OF THE RBC HGB CONCENTRATION', '3. MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION, MCHC (G/DL)', '', 'SELECTED: MCHC', 'ALIGNMENT: To align the new variable with the existing variable MCHC, ensure that the measurement of the mass concentration of hemoglobin in packed red blood cells is reported in grams per deciliter (g/dL). This will ensure consistency and harmonization with the existing variable in the data repository.']",
mcv_entvol_rbc,"Measurement of the mass concentration (mcnc) of hemoglobin in a given volume of packed red blood cells (rbc), known as mean corpuscular hemoglobin concentration (MCHC). (g /dL = grams per deciliter) (HARMONIZED)",CHCM (G/DL) - MEAN OF THE RBC HGB CONCENTRATION,45928,0.9854964,,
mcv_entvol_rbc,"Measurement of the mass concentration (mcnc) of hemoglobin in a given volume of packed red blood cells (rbc), known as mean corpuscular hemoglobin concentration (MCHC). (g /dL = grams per deciliter) (HARMONIZED)","MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION, MCHC (G/DL)",143100,0.98141783,,
monocyte_ncnc_bld,"Count by volume, or number concentration (ncnc), of monocytes in the blood (bld). (HARMONIZED)",MONOCYTE COUNT,152746,0.4499968,"['Existing Variables:', '1. MONOCYTE COUNT - This variable represents the count of monocytes in the blood, which are a type of white blood cell that plays a role in the immune response.', '2. WHITE BLOOD CELL COUNT - This variable represents the total count of white blood cells in the blood, including monocytes.', '3. WHITE BLOOD CELL COUNT (MM3) - This variable represents the white blood cell count measured in cubic millimeters.', '', 'SELECTED: MONOCYTE COUNT', 'ALIGNMENT: To align the new variable with the existing ""MONOCYTE COUNT"" variable, ensure that the count by volume or number concentration of monocytes in the blood is specifically captured and reported in a similar manner as the existing variable. This may involve using the same units of measurement and ensuring that the counting method is consistent with how monocyte count is typically determined in the dataset. Additionally, consider any normalization or standardization procedures that are applied to the existing variable and apply them to the new variable as well. ', '', 'By aligning the new variable with the existing ""MONOCYTE COUNT"" variable, you can ensure consistency and compatibility within the data repository, making it easier to analyze and interpret the data in the context of monocyte levels in the blood.']",
monocyte_ncnc_bld,"Count by volume, or number concentration (ncnc), of monocytes in the blood (bld). (HARMONIZED)",WHITE BLOOD CELL COUNT,255992,0.23005374,,
monocyte_ncnc_bld,"Count by volume, or number concentration (ncnc), of monocytes in the blood (bld). (HARMONIZED)",WHITE BLOOD CELL COUNT (MM3),256002,0.22422527,,
neutrophil_ncnc_bld,"Count by volume, or number concentration (ncnc), of neutrophils in the blood (bld). (HARMONIZED)",NEUTROPHIL COUNT (ANC),157930,0.33709443,"['Existing Variables:', '1. NEUTROPHIL COUNT (ANC) - This variable represents the count of neutrophils in the blood, typically measured as a percentage of white blood cells.', '2. ABSOLUTE NEUTROPHIL COUNT (ANC) - This variable represents the absolute count of neutrophils in the blood, providing a more accurate measurement by accounting for variations in total white blood cell count.', '3. II_3B ABSOLUTE NEUTROPHIL COUNT (ANC) - This variable seems to be a specific subtype or measurement method for absolute neutrophil count.', '', 'SELECTED: ABSOLUTE NEUTROPHIL COUNT (ANC)', 'ALIGNMENT: To align the new variable ""Count by volume, or number concentration (ncnc), of neutrophils in the blood (bld)"" with the selected existing variable ""ABSOLUTE NEUTROPHIL COUNT (ANC)"", you would need to ensure that the new variable provides an absolute count of neutrophils in the blood, rather than a percentage or relative count. This may involve converting the count by volume or number concentration to an absolute count by taking into account the total blood volume or concentration. Additionally, ensure that the measurement units and methods are consistent with those used for the existing variable for accurate harmonization.']",
neutrophil_ncnc_bld,"Count by volume, or number concentration (ncnc), of neutrophils in the blood (bld). (HARMONIZED)",ABSOLUTE NEUTROPHIL COUNT (ANC),12042,0.33513322,,
neutrophil_ncnc_bld,"Count by volume, or number concentration (ncnc), of neutrophils in the blood (bld). (HARMONIZED)",II_3B ABSOLUTE NEUTROPHIL COUNT (ANC),121311,0.25608712,,
platelet_ncnc_bld,"Count by volume, or number concentration (ncnc), of platelets in the blood (bld). (thousands / microliter) (HARMONIZED)","PLATELET COUNT, THOUSANDS PER MICROLITER",183333,0.95506835,"['Existing Variables:', '1. PLATELET COUNT, THOUSANDS PER MICROLITER - This variable represents the count of platelets in the blood in thousands per microliter. It is a common measurement used in clinical settings to assess platelet levels.', '2. PLATELET COUNT (1000/MM3) - This variable also represents the count of platelets in the blood, but in units of 1000 per cubic millimeter. It is another common measurement used in medical laboratories.', '3. PLATELET COUNT (10^9/L) - This variable represents platelet count in units of 10^9 per liter, which is another standard unit for measuring platelet levels.', '', 'SELECTED: PLATELET COUNT, THOUSANDS PER MICROLITER', 'ALIGNMENT: To align the new variable ""Count by volume, or number concentration (ncnc), of platelets in the blood (bld). (thousands / microliter)"" with the selected existing variable ""PLATELET COUNT, THOUSANDS PER MICROLITER"", you should ensure that the measurement units are consistent. Convert the new variable\'s platelet count to thousands per microliter to harmonize it with the existing variable. This will allow for seamless integration and comparison of the new variable with the existing data in the repository.']",
platelet_ncnc_bld,"Count by volume, or number concentration (ncnc), of platelets in the blood (bld). (thousands / microliter) (HARMONIZED)",PLATELET COUNT (1000/MM3),183280,0.9361684,,
platelet_ncnc_bld,"Count by volume, or number concentration (ncnc), of platelets in the blood (bld). (thousands / microliter) (HARMONIZED)",PLATELET COUNT (10^9/L),183283,0.8690492,,
pmv_entvol_bld,"Measurement of the mean volume (entvol) of platelets in the blood (bld), known as mean platelet volume (MPV or PMV). (fL = femtoliter) (HARMONIZED)",MPV - MEAN PLATELET VOLUME - NUMERIC VALUE FL,154727,0.9881766,"['Existing Variables:', '1. MPV - MEAN PLATELET VOLUME - NUMERIC VALUE FL', '2. MEAN PLATELET VOLUME, MPV (ΜM3)', '3. MEAN PLATELET VOLUME (FL)', '', 'SELECTED: MPV - MEAN PLATELET VOLUME - NUMERIC VALUE FL', 'ALIGNMENT: To align your new variable with the selected existing variable ""MPV - MEAN PLATELET VOLUME - NUMERIC VALUE FL"", ensure that the measurement of the mean volume of platelets in the blood is represented in femtoliters (fL) as this is the unit used in the existing variable. This will harmonize the new variable with the existing variable in the NHLBI data repository.']",
pmv_entvol_bld,"Measurement of the mean volume (entvol) of platelets in the blood (bld), known as mean platelet volume (MPV or PMV). (fL = femtoliter) (HARMONIZED)","MEAN PLATELET VOLUME, MPV (ΜM3)",144603,0.98072886,,
pmv_entvol_bld,"Measurement of the mean volume (entvol) of platelets in the blood (bld), known as mean platelet volume (MPV or PMV). (fL = femtoliter) (HARMONIZED)",MEAN PLATELET VOLUME (FL),144601,0.9757161,,
rbc_ncnc_bld,"Count by volume, or number concentration (ncnc), of red blood cells in the blood (bld). (millions / microliter) (HARMONIZED)","RED BLOOD COUNT, MILLIONS PER MICROLITER",199494,0.9666632,"['Existing Variables:', '1. RED BLOOD CELL COUNT - This variable represents the number of red blood cells in a given volume of blood. It is typically measured in millions of cells per microliter.', '2. RED BLOOD CELL COUNT (MILLIONS CELLS/UL) - Similar to the previous variable, this represents the count of red blood cells in a microliter of blood.', '3. HEMOGLOBIN LEVEL - This variable measures the concentration of hemoglobin in the blood, which is an important component of red blood cells.', '', 'SELECTED: RED BLOOD CELL COUNT', 'ALIGNMENT: To align the new variable with the selected existing variable ""RED BLOOD CELL COUNT,"" ensure that the count of red blood cells in millions per microliter is accurately measured and reported. This will harmonize the new variable with the existing variable in the repository.']",
rbc_ncnc_bld,"Count by volume, or number concentration (ncnc), of red blood cells in the blood (bld). (millions / microliter) (HARMONIZED)",RED BLOOD CELL COUNT,199474,0.8767399,,
rbc_ncnc_bld,"Count by volume, or number concentration (ncnc), of red blood cells in the blood (bld). (millions / microliter) (HARMONIZED)",RED BLOOD CELL COUNT (MILLIONS CELLS/UL),199478,0.8715842,,
rdw_ratio_rbc,"Measurement of the ratio of variation in width to the mean width of the red blood cell (rbc) volume distribution curve taken at +/- 1 CV, known as red cell distribution width (RDW). (percentage) (HARMONIZED)",RDW - RED CELL DISTRIBUTION WIDTH - NUMERIC VALUE %,195310,0.99351174,"['1. RDW - RED CELL DISTRIBUTION WIDTH - NUMERIC VALUE %', '   - The existing variable RDW represents the red cell distribution width as a numeric value percentage, indicating the variation in width to the mean width of red blood cells.', '', '2. RED CELL DISTRIBUTION WIDTH (RDW) (%)', '   - This existing variable also represents the red cell distribution width as a percentage, providing a measure of the variation in red blood cell width.', '', '3. RED CELL DISTRIBUTION WIDTH, RDW (%)', '   - Similar to the other existing variables, this variable also describes the red cell distribution width as a percentage.', '', 'SELECTED: RDW - RED CELL DISTRIBUTION WIDTH - NUMERIC VALUE %', 'ALIGNMENT: To align the new variable with the selected existing variable, ensure that the measurement of the ratio of variation in width to the mean width of the red blood cell volume distribution curve is represented as a numeric value percentage. This will harmonize the new variable with the existing variable RDW.']",
rdw_ratio_rbc,"Measurement of the ratio of variation in width to the mean width of the red blood cell (rbc) volume distribution curve taken at +/- 1 CV, known as red cell distribution width (RDW). (percentage) (HARMONIZED)",RED CELL DISTRIBUTION WIDTH (RDW) (%),199505,0.99010193,,
rdw_ratio_rbc,"Measurement of the ratio of variation in width to the mean width of the red blood cell (rbc) volume distribution curve taken at +/- 1 CV, known as red cell distribution width (RDW). (percentage) (HARMONIZED)","RED CELL DISTRIBUTION WIDTH, RDW (%)",199507,0.9896718,,
total_cholesterol,Total cholesterol (mg/dl) (HARMONIZED),TOTAL CHOLESTEROL (MG/DL),236841,0.9360516,"['1. TOTAL CHOLESTEROL (MG/DL) - This existing variable represents the total cholesterol level in milligrams per deciliter, which is a common measurement used in clinical settings to assess cardiovascular risk.', '', '2. TOTAL CHOLESTEROL (MG-DL) - This existing variable is similar to the first one, representing total cholesterol in milligrams per deciliter. The slight difference in formatting (hyphen vs. slash) may be due to data entry variations.', '', '3. TOTAL HDL CHOLESTEROL (MG/DL) - This existing variable specifically represents the high-density lipoprotein (HDL) cholesterol level in milligrams per deciliter, which is an important component of total cholesterol and is often used to assess cardiovascular health.', '', 'SELECTED: TOTAL CHOLESTEROL (MG/DL)', 'ALIGNMENT: To align your new variable ""Total cholesterol (mg/dl) (HARMONIZED)"" with the selected existing variable ""TOTAL CHOLESTEROL (MG/DL),"" ensure that the measurement unit is consistent (milligrams per deciliter) and that the variable accurately reflects the total cholesterol level in the dataset. Consider any potential data entry variations and harmonize the formatting for consistency.']",
total_cholesterol,Total cholesterol (mg/dl) (HARMONIZED),TOTAL CHOLESTEROL (MG-DL),236839,0.9136765,,
total_cholesterol,Total cholesterol (mg/dl) (HARMONIZED),TOTAL HDL CHOLESTEROL (MG/DL),237299,0.84221536,,
triglycerides,Triglycerides (mg/dl) (HARMONIZED),TOTAL TRIGLYCERIDES (MG/DL),238621,0.5616356,"['Existing Variables:', '1. TOTAL TRIGLYCERIDES (MG/DL) - This variable represents the total amount of triglycerides in milligrams per deciliter of blood. It is commonly used in clinical settings to assess lipid levels.', '2. TOTAL TRIGLYCERIDES (MG-DL) - Similar to the first variable, this also represents the total amount of triglycerides in milligrams per deciliter of blood.', '3. NON-FASTING TRIGLYCERIDES (MG/DL) - This variable specifically indicates the level of triglycerides in the blood when the individual has not fasted prior to the test. ', '', 'SELECTED: TOTAL TRIGLYCERIDES (MG/DL)', 'ALIGNMENT: To align the new variable ""Triglycerides (mg/dl) (HARMONIZED)"" with the selected existing variable ""TOTAL TRIGLYCERIDES (MG/DL)"", ensure that the measurement unit is consistent (mg/dl) and that the variable captures the total amount of triglycerides in the blood. Additionally, consider any specific guidelines or protocols related to measuring and reporting triglyceride levels in the dataset to ensure harmonization.']",
